soc2018,augmentation,automation,total,total_fm,AIOE,dv_rating_beta,human_rating_beta,genaiexp_estz_total,genaiexp_estz_core,ai_applicability_score,pca
15-1211,7.297189323515158,9.702810676484841,17.0,22.5,1.1981499999999996,0.6174242424242424,0.553475935828877,0.6510695199999996,0.5033422699999998,0.3154295398018763,3.612962893826781
15-1212,2.783147821500272,4.216852178499728,7.0,8.0,1.2501460000000002,0.6521739130434783,0.5434782608695652,0.7500000000000002,0.7500000000000002,0.2219611271797774,4.056709562429602
15-1221,2.9640799478841853,4.035920052115815,7.0,7.0,1.154269,0.6346153846153847,0.5,0.60000002,0.60000002,0.1692589723694258,3.1134954020849226
15-1231,2.27019467563004,7.72980532436996,10.0,14.0,0.7860606,0.6346153846153847,0.5384615384615385,0.67307693,0.67307693,0.3144069282438927,3.844020108549323
15-1232,2.963040088894255,5.536959911105745,8.5,8.5,0.2993429999999999,0.611111111111111,0.6666666666666666,0.6249999999999999,0.4999999999999999,0.3406960517251905,3.5053014381144263
15-1241,5.958272677529004,12.041727322470997,18.0,22.5,0.5803305999999999,0.6352227393617021,0.5433011968085106,0.5944055899999999,0.5352563899999999,0.2572961979199385,3.1349563846869373
15-1242,4.192177817146866,7.307822182853134,11.5,12.5,1.284863,0.935483870967742,0.5967741935483871,0.5678477899999999,0.5303689199999999,0.2973959596735356,4.187318050737605
15-1243,12.512085547082291,18.487914452917707,31.0,32.5,2.505100190283449,0.9112466124661248,0.6460027100271002,1.1412235110418676,1.1008177848788747,0.3119656545554473,7.05793843540526
15-1244,3.1545351832843527,5.845464816715648,9.0,12.0,0.7895315000000003,0.7297297297297298,0.5135135135135136,0.5249999800000001,0.4749999900000001,0.2663084288736497,3.1145228249966306
15-1251,3.940694887345405,6.059305112654595,10.0,10.5,1.2715060000000002,0.95,0.6833333333333333,0.8529411600000002,0.6470588400000001,0.3100317881564861,5.212027438270758
15-1252,8.894598819348444,9.605401180651556,18.5,19.5,0.0,0.8684210526315789,0.4473684210526315,0.0,0.0,0.2838686405582842,1.0066836017196892
15-1253,11.754010874913165,16.745989125086837,28.5,30.0,3.702186822172688,0.8771929824561403,0.6140350877192982,1.7577990118106115,1.754649094482199,0.3277339225342325,9.993448093954715
15-1254,5.448641950895169,13.05135804910483,18.5,21.5,1.089463,0.9326923076923076,0.6346153846153847,0.67370069,0.64475054,0.3531275801205572,4.81555937126068
15-1255,7.886134438245818,14.613865561754181,22.5,25.5,2.306127314185038,0.75,0.6333333333333333,1.2439665868709973,1.212096307030023,0.2940247387286297,7.004915621829573
15-1299,20.386574871157556,46.113425128842444,66.5,76.5,1.9265170788237291,0.7357861863332168,0.5969636725035986,1.1493189950268672,1.1403258140794843,0.2994614544892288,6.440669322980749
15-2011,3.753989879330479,0.24601012066952122,4.0,5.0,1.516474,0.5,0.537037037037037,0.43333334,0.30000001,0.1581477988708334,2.094208630509878
15-2021,3.394805343986045,1.1051946560139554,4.5,5.0,1.4723190000000002,1.0,0.6904761904761905,0.8636363700000003,0.8181818100000002,0.3861702756791553,6.050714901319223
15-2031,4.826510428676794,3.673489571323205,8.5,8.5,1.4000199999999998,0.6290322580645161,0.6290322580645161,0.6874999999999999,0.6562499999999999,0.3074955646855726,4.234391762678083
15-2041,7.956078558755991,11.04392144124401,19.0,20.0,1.3820481910096938,0.7247368421052631,0.7252631578947368,0.6417914498206242,0.6417914498206242,0.3150171176175566,4.5201920226236245
15-2051,5.585220884090107,14.414779115909893,20.0,25.0,,0.6948232323232323,0.5815025252525253,0.0,0.0,0.3571632760219043,
15-2099,2.2635696334817466,9.236430366518254,11.5,13.0,0.7085010946777983,0.8666666666666667,0.65,0.5179236353295177,0.3452824329249636,0.3358430178265916,3.5845889465991823
17-1011,2.078924217676556,3.921075782323444,6.0,10.0,1.0471420000000002,0.4883720930232558,0.4302325581395348,0.3750000000000001,0.27083334,0.1749167204278361,1.5509773317081281
17-1012,3.125530546623794,0.8744694533762059,4.0,4.0,1.034388,0.4210526315789473,0.3684210526315789,0.2105263199999999,0.2105263199999999,0.2184226276770571,1.0064041760220763
17-1021,0.0,2.0,2.0,3.0,0.8169978999999999,0.52,0.46,0.3571428699999999,0.2499999999999999,0.1852708704481631,1.5396864359749354
17-1022,0.140625,1.359375,1.5,2.5,0.1460605999999999,0.5100694444444445,0.4197916666666667,0.2552083099999999,0.2343749999999999,0.1508158240357533,0.8232081597133594
17-2011,0.42758620689655175,1.0724137931034483,1.5,1.5,1.338738,0.5714285714285714,0.5178571428571428,0.3611111,0.27777779,0.1955306356404219,2.0697261509317597
17-2021,1.6708860759493671,0.3291139240506329,2.0,2.0,0.9409636000000002,0.4259259259259259,0.3333333333333333,0.35714287,0.35714287,0.1527920619424727,1.258815689975589
17-2031,3.549803813300538,1.4501961866994622,5.0,10.0,0.9874239,0.5897435897435898,0.5384615384615384,0.58333331,0.58333331,0.3083283093146549,3.4604684557044285
17-2041,0.0,0.0,0.0,1.0,1.341336,0.4615384615384615,0.3461538461538461,0.3461538599999999,0.3461538599999999,0.1962682530955937,1.6235866065365674
17-2051,4.317896389324961,1.1821036106750393,5.5,11.0,1.2824220443852,0.4821428571428571,0.4545454545454545,0.3357486169679788,0.264964076728752,0.2053823863919811,1.704700709602142
17-2061,3.3878457843775243,2.6121542156224757,6.0,8.0,1.1418120000000005,0.7272727272727273,0.3181818181818182,0.3611111000000001,0.33333334,0.3219327084988922,2.438819976408822
17-2071,2.5376849631397875,1.9623150368602125,4.5,4.5,1.1267249999999998,0.5625,0.40625,0.4545454699999999,0.2045454499999999,0.1101683401095347,1.4588346563064474
17-2072,4.539857471278794,4.960142528721206,9.5,10.5,0.6654578,0.6200980392156863,0.447829131652661,0.51190478,0.40476191,0.273936294540746,2.572545830900072
17-2081,0.2933333333333334,0.7066666666666667,1.0,3.0,1.3422362696469263,0.5555555555555556,0.5,0.5173465308841678,0.4816674845918145,0.2082842689802057,2.769961707361137
17-2111,0.0,1.0,1.0,5.0,0.9946358508076284,0.5042307692307693,0.5676923076923077,0.3966208898344805,0.3966208898344805,0.2467613688242661,2.400739997764329
17-2112,4.327655163836585,4.672344836163415,9.0,15.0,1.1364801296618088,0.554355036527489,0.520044259585133,0.4401668133620036,0.4077691144689125,0.257604481069247,2.5990840544232876
17-2121,0.7598684210526316,2.2401315789473686,3.0,3.0,0.5472170153017855,0.4210526315789473,0.4035087719298245,0.2166665572758333,0.2166665572758333,0.205678879643531,0.8625031053263712
17-2131,0.0,0.0,0.0,1.0,1.037278,0.4878048780487805,0.3170731707317073,0.42857143,0.42857143,0.1867535245938849,1.7862528612523858
17-2141,2.592955728034188,3.407044271965812,6.0,12.0,1.004709,0.5312935096519228,0.5007630338957288,0.37366301,0.31368133,0.2647498802182459,2.16448702369653
17-2151,,,,,1.3469500000000003,0.4814814814814814,0.5,0.22222222,0.11111111,0.2330225979204362,1.3837286693159623
17-2161,1.0287769784172662,1.9712230215827338,3.0,3.0,1.3030090000000003,0.55,0.475,0.4250000100000001,0.4250000100000001,0.2094834120659253,2.403993419759707
17-2171,,,,,1.2477789999999995,0.5277777777777778,0.4305555555555555,0.2173912999999999,0.1956521699999999,0.2003085701939542,1.3439247486240125
17-2199,14.989959089343797,11.010040910656203,26.0,39.5,0.7874486634717175,0.5226496200276688,0.4461732967325073,0.4231874414826644,0.3194171741324532,0.2207281233578103,1.8983921563358341
17-3011,2.169154403149997,1.8308455968500028,4.0,5.5,0.9233919134996048,0.54,0.52,0.3214283658419812,0.3035712371840916,0.2264068657018587,1.9347102029128087
17-3012,1.6243424695459578,2.875657530454042,4.5,8.0,0.9101654164783468,0.5744680851063829,0.4893617021276595,0.4333330621832205,0.3166664569800531,0.3133754503481627,2.4745415874327024
17-3013,,,,,0.8410071,0.5,0.4655172413793103,0.40000001,0.40000001,0.1850418580321136,1.9172220807524711
17-3019,,,,,,,,0.0,0.0,,
17-3021,0.0,0.5,0.5,0.5,0.3909401999999999,0.325,0.225,0.2083333299999999,0.1666666699999999,0.2371456148623821,0.23614946774362314
17-3022,1.5010426068282967,0.9989573931717034,2.5,5.5,0.9323219,0.5909090909090909,0.4772727272727273,0.4333333399999999,0.1999999999999999,0.1994199273749053,1.8453184291448022
17-3023,6.041137608348024,5.458862391651976,11.5,16.0,0.3512158601107543,0.4056603773584905,0.330188679245283,0.449603992936156,0.4162999960497149,0.2086599698002532,1.4694836100179507
17-3024,2.81651376146789,0.18348623853211013,3.0,8.5,-0.3040507,0.3873555840821566,0.2211168164313221,0.34182906,0.17316341,0.1891696005687879,0.1641062689956209
17-3025,0.05434782608695652,2.9456521739130435,3.0,4.0,0.0438054,0.4078947368421052,0.4342105263157894,0.40384614,0.17307693,0.1801749677294792,0.8673804597215474
17-3026,1.6986936936936936,4.801306306306306,6.5,11.5,0.6092620608401376,0.41903073286052,0.3683510638297872,0.3608340749432065,0.3525199293831387,0.1802347672754428,1.2776733296497735
17-3027,2.8433097734489183,3.1566902265510817,6.0,8.0,-0.1192366999999999,0.3786848072562357,0.3151927437641723,0.3472222099999999,0.3138889099999999,0.2338095310616286,0.878342576811224
17-3028,,,,,0.0,0.4,0.2666666666666666,0.0,0.0,0.262448180846388,-0.3428833152434381
17-3029,0.0,2.0,2.0,4.5,0.1937122260942297,0.2687739463601531,0.2601532567049808,0.1885177798220633,0.1358402098469978,0.2168088038514515,-0.0522202945338955
17-3031,0.0,1.0,1.0,1.0,0.0852323707504679,0.5,0.5106382978723404,0.2499999142065339,0.2166665956456616,0.2219576064079001,1.1690150872737055
19-1011,0.0,0.0,0.0,4.0,1.041358,0.53125,0.84375,0.3888889,0.33333334,0.2619530527740787,2.946365086838917
19-1012,1.7858015640273703,1.2141984359726297,3.0,4.0,0.7943575000000003,0.3461538461538461,0.5,0.4615384600000001,0.4615384600000001,0.2709011068281663,2.2189858504509345
19-1013,2.1371842975873476,0.3628157024126522,2.5,4.5,0.6320696,0.4891304347826087,0.6304347826086957,0.3888889,0.27777779,0.1992617504112167,1.9241795703608375
19-1021,6.045239246771048,1.4547607532289522,7.5,8.5,0.9060509,0.4545454545454546,0.4431818181818182,0.47916666,0.41666666,0.2561833435844514,2.2425018889959536
19-1022,2.991570014144272,2.0084299858557286,5.0,7.5,0.6955647,0.3958333333333333,0.3125,0.2857143,0.21428572,0.1891463654817043,0.7523326918365408
19-1023,1.1587473002159827,0.3412526997840173,1.5,3.0,0.3175953,0.4523809523809523,0.5238095238095237,0.2857143,0.25,0.2120415547333891,1.300212341564702
19-1029,10.889313544812666,15.610686455187334,26.5,33.5,1.0097020256394929,0.5492120286984489,0.4608940157303575,0.4604768400579232,0.3458545559099176,0.2458272259766466,2.2827266557871444
19-1031,0.5420042643923241,0.9579957356076758,1.5,2.5,0.0690312999999999,0.4394408823058358,0.4796405829757388,0.2183006599999999,0.1936819299999999,0.1648634993062988,0.6741409914362979
19-1032,,,,,-0.184381,0.3676470588235294,0.3676470588235294,0.14,0.039999999,0.0696332015213444,-0.6006849544447489
19-1041,1.6753120102165207,0.3246879897834794,2.0,3.5,1.436287,0.4423076923076923,0.5576923076923077,0.4666666699999999,0.3666666699999999,0.1806138444819582,2.2748708028856925
19-1042,3.3714285714285714,0.12857142857142856,3.5,5.0,1.2799279999999995,0.5227272727272727,0.5681818181818182,0.4642856999999999,0.2857142999999999,0.2039546046308425,2.295493371690804
19-1099,,,,,,,,0.0,0.0,,
19-2011,5.243449015001548,2.7565509849984524,8.0,8.0,1.3737369999999998,0.4375,0.421875,0.4411764699999999,0.3823529499999999,0.2810275603968572,2.2976582411984428
19-2012,0.7201008424030007,1.2798991575969993,2.0,2.5,1.345736,0.75,0.6363636363636364,0.63333333,0.40000001,0.2434205776005302,3.595478742280194
19-2021,2.3308863465482217,2.6691136534517783,5.0,9.0,1.373917,0.5652173913043478,0.6086956521739131,0.46296296,0.37037036,0.3214338446559301,3.0860512489192597
19-2031,3.1076335877862595,0.39236641221374047,3.5,3.5,0.5011251000000001,0.38,0.4,0.34615386,0.3076923200000001,0.2565107146828345,1.3698395391667741
19-2032,2.418753420674557,1.581246579325443,4.0,5.5,1.032757,0.4827586206896551,0.5172413793103449,0.375,0.34375,0.2454798898238364,2.114508470162189
19-2041,3.5570569606034717,4.442943039396528,8.0,10.0,1.014113,0.5217162952137376,0.7103039146935072,0.52633995,0.43602893,0.1736195194091218,2.8057279566857916
19-2042,0.9730700179533214,0.5269299820466786,1.5,2.5,0.7143480999999999,0.4666666666666667,0.4777777777777778,0.4218749999999999,0.1718749999999999,0.1737381990136186,1.3488026541057296
19-2043,0.6959363217427733,2.3040636782572266,3.0,4.0,0.6405071,0.5,0.53125,0.36000001,0.34,0.180480111948228,1.75496732424349
19-2099,0.15720524017467244,1.8427947598253276,2.0,2.0,1.140157,0.4565217391304347,0.4456521739130434,0.3749999999999999,0.3333333399999999,0.1699525234715482,1.6729440288036368
19-3011,4.361179148252396,2.6388208517476035,7.0,8.0,1.4037639999999998,0.5526315789473684,0.6173245614035088,0.5692307899999999,0.5249999799999999,0.3277389094051159,3.6380186812152617
19-3022,0.9554003949955976,6.044599605004402,7.0,8.0,1.42653,0.625,0.84375,0.5624999999999999,0.5624999999999999,0.131145421970983,3.63054140816574
19-3032,4.132719803656228,4.367280196343772,8.5,11.0,1.402475,0.4888888888888889,0.5888888888888889,0.54000002,0.44,0.2574277995504501,2.9761295571337394
19-3033,10.902588523013453,2.0974114769865464,13.0,17.5,1.4555810415493056,0.3703703703703703,0.5092592592592592,0.3534272695548536,0.2983872322048898,0.2113936548970953,1.796450314175812
19-3034,1.314427957828973,2.685572042171027,4.0,4.0,1.4533248077216865,0.3918918918918919,0.5810810810810811,0.3528794370821773,0.2979247149366559,0.2227325440563945,2.0228084893104494
19-3039,4.0,0.0,4.0,6.0,0.0,0.4543650793650793,0.2817460317460317,0.0,0.0,0.1997281247722258,-0.4269633662604565
19-3041,4.618635630585133,3.381364369414867,8.0,8.0,1.4111249999999995,0.5384615384615385,0.6153846153846154,0.4230769299999999,0.4230769299999999,0.2862931919168603,2.976303001214248
19-3051,0.8011912096939822,4.698808790306018,5.5,5.5,1.2275160000000005,0.4772727272727273,0.5795454545454546,0.5400000200000001,0.5400000200000001,0.3298075491547521,3.328188097041598
19-3091,8.021637977970455,5.978362022029545,14.0,15.0,0.6965661377681664,0.4396551724137931,0.5172413793103449,0.399999801990087,0.399999801990087,0.2156056955603565,1.9566986932909827
19-3092,1.251587277465219,2.748412722534781,4.0,5.0,1.4362980000000003,0.4999999999999999,0.375,0.4166666600000001,0.4166666600000001,0.3524044287682956,2.6229972397731443
19-3093,4.817078510785878,5.182921489214121,10.0,14.0,1.0989209999999998,0.4736842105263157,0.5,0.4761904799999999,0.3809523899999999,0.4770423608635364,3.1675438277825494
19-3094,4.25851280348747,2.74148719651253,7.0,8.5,1.4188630000000002,0.4791666666666666,0.5416666666666666,0.4642857000000001,0.2857143,0.3910323240387942,2.868592577762768
19-3099,0.25301204819277107,0.746987951807229,1.0,4.0,1.328048,0.5232558139534884,0.6627906976744186,0.3863636300000001,0.36363637,0.3293075794929735,2.9683209657839633
19-4012,0.1361161524500907,2.8638838475499093,3.0,5.0,0.0955937158815222,0.4097222222222222,0.3333333333333333,0.3241220490519735,0.2890205427169412,0.130077091835105,0.6027531189917593
19-4013,0.6092103061736656,1.8907896938263342,2.5,4.5,0.0955613262826149,0.3571428571428571,0.2857142857142857,0.3240122282016279,0.2889226151558223,0.1013452675526785,0.3021987495129752
19-4021,0.615595238095238,2.3844047619047624,3.0,3.0,0.3012355,0.4166666666666666,0.2666666666666666,0.3611111,0.27777779,0.091298716107831,0.4710942133987899
19-4031,1.6936101615758614,1.8063898384241384,3.5,4.5,0.0628057,0.3928571428571428,0.3928571428571428,0.25,0.21875,0.1568241823280997,0.4869329450082054
